ts,machine,fid,total_threads,scanned,replies_sum,replies_avg,replies_max,new_1h,active_5m,active_1h,lastpost_ts
2026-09-04 13:22:04,WIN-9AIDPVULGSM,-343809,696802,97,2283,23.54,155,9,6,50,1788499267
