lap_t,speed_kmh,s_m
42.720,152.0,1675.4
42.760,152.0,1677.1
42.800,155.0,1678.8
42.840,155.0,1680.5
42.880,155.0,1682.3
42.920,158.0,1684.0
42.960,158.0,1685.7
43.000,161.0,1687.5
43.040,161.0,1689.3
43.080,161.0,1691.1
43.120,163.0,1692.9
43.160,163.0,1694.7
43.200,166.0,1696.5
43.240,166.0,1698.4
43.280,166.0,1700.2
43.320,168.0,1702.1
43.360,168.0,1703.9
43.400,170.0,1705.8
43.440,170.0,1707.7
43.480,170.0,1709.6
43.520,173.0,1711.5
43.560,173.0,1713.4
43.600,174.0,1715.4
43.640,174.0,1717.3
43.680,174.0,1719.2
43.720,177.0,1721.2
43.760,177.0,1723.1
43.800,179.0,1725.1
43.840,179.0,1727.1
43.880,179.0,1729.1
43.920,182.0,1731.1
43.960,182.0,1733.1
44.000,184.0,1735.2
44.040,184.0,1737.2
44.080,184.0,1739.2
44.120,188.0,1741.3
44.160,188.0,1743.4
44.200,190.0,1745.5
44.240,190.0,1747.6
44.280,190.0,1749.7
44.320,193.0,1751.9
44.360,193.0,1754.0
44.400,195.0,1756.2
44.440,195.0,1758.3
44.480,195.0,1760.5
44.520,198.0,1762.7
44.560,198.0,1764.9
44.600,201.0,1767.1
44.640,201.0,1769.3
44.680,201.0,1771.6
44.720,204.0,1773.8
44.760,204.0,1776.1
44.800,206.0,1778.4
44.840,206.0,1780.6
44.880,206.0,1782.9
44.920,209.0,1785.2
44.960,209.0,1787.6
45.000,211.0,1789.9
45.040,211.0,1792.2
45.080,211.0,1794.6
45.120,213.0,1796.9
45.160,213.0,1799.3
45.200,215.0,1801.7
45.240,215.0,1804.1
45.280,215.0,1806.5
45.320,218.0,1808.9
45.360,218.0,1811.3
45.400,220.0,1813.7
45.440,220.0,1816.2
45.480,220.0,1818.6
45.520,222.0,1821.1
45.560,222.0,1823.5
45.640,224.0,1828.5
45.680,224.0,1831.0
45.720,226.0,1833.5
45.760,226.0,1836.0
45.840,228.0,1841.0
45.880,228.0,1843.6
45.920,231.0,1846.1
45.960,231.0,1848.7
46.000,233.0,1851.3
46.040,233.0,1853.8
46.080,233.0,1856.4
46.120,235.0,1859.0
46.160,235.0,1861.6
46.200,236.0,1864.3
46.240,236.0,1866.9
46.280,236.0,1869.5
46.320,238.0,1872.1
46.360,238.0,1874.8
46.400,240.0,1877.4
46.440,240.0,1880.1
46.480,240.0,1882.8
46.520,242.0,1885.5
46.560,242.0,1888.1
46.600,243.0,1890.8
46.640,243.0,1893.5
46.680,243.0,1896.2
46.720,245.0,1898.9
46.760,245.0,1901.7
46.800,246.0,1904.4
46.840,246.0,1907.1
46.880,246.0,1909.9
46.920,248.0,1912.6
46.960,248.0,1915.4
47.000,249.0,1918.1
47.040,249.0,1920.9
47.080,249.0,1923.7
47.120,251.0,1926.4
47.160,251.0,1929.2
47.200,252.0,1932.0
47.240,252.0,1934.8
47.280,252.0,1937.6
47.320,253.0,1940.4
47.360,253.0,1943.2
47.400,253.0,1946.0
47.440,253.0,1948.9
47.480,253.0,1951.7
47.520,253.0,1954.5
47.560,253.0,1957.3
47.600,253.0,1960.1
47.640,253.0,1962.9
47.680,253.0,1965.7
47.720,253.0,1968.5
47.760,253.0,1971.3
47.800,254.0,1974.2
47.840,254.0,1977.0
47.880,254.0,1979.8
47.920,255.0,1982.6
47.960,255.0,1985.5
48.000,256.0,1988.3
48.040,256.0,1991.2
48.080,256.0,1994.0
48.120,256.0,1996.8
48.160,256.0,1999.7
48.200,257.0,2002.5
48.240,257.0,2005.4
48.280,257.0,2008.2
48.320,258.0,2011.1
48.360,258.0,2014.0
48.400,259.0,2016.8
48.440,259.0,2019.7
48.480,259.0,2022.6
48.560,261.0,2028.4
48.600,262.0,2031.3
48.640,262.0,2034.2
48.680,262.0,2037.1
48.720,265.0,2040.0
48.760,265.0,2043.0
48.800,266.0,2045.9
48.840,266.0,2048.9
48.880,266.0,2051.8
48.920,267.0,2054.8
48.960,267.0,2057.8
49.000,269.0,2060.7
49.040,269.0,2063.7
49.080,269.0,2066.7
49.120,269.0,2069.7
49.160,269.0,2072.7
49.240,271.0,2078.7
49.280,271.0,2081.7
49.400,274.0,2090.8
49.440,274.0,2093.8
49.480,274.0,2096.9
49.520,275.0,2099.9
49.560,275.0,2103.0
49.600,276.0,2106.1
49.640,276.0,2109.1
49.680,276.0,2112.2
49.720,278.0,2115.3
49.760,278.0,2118.4
49.800,278.0,2121.4
49.840,278.0,2124.5
49.880,278.0,2127.6
49.920,277.0,2130.7
49.960,277.0,2133.8
50.000,273.0,2136.8
50.040,273.0,2139.9
50.080,273.0,2142.9
50.120,269.0,2145.9
50.160,269.0,2148.9
50.200,266.0,2151.9
50.240,266.0,2154.8
50.280,266.0,2157.8
50.320,260.0,2160.7
50.360,260.0,2163.6
50.400,254.0,2166.5
50.440,254.0,2169.3
50.480,254.0,2172.1
50.520,248.0,2174.9
50.560,248.0,2177.6
50.600,242.0,2180.4
50.640,242.0,2183.1
50.680,242.0,2185.7
50.720,236.0,2188.4
50.760,236.0,2191.0
50.800,230.0,2193.6
50.840,230.0,2196.2
50.880,230.0,2198.7
51.000,226.0,2206.3
51.120,225.0,2213.8
51.160,225.0,2216.3
51.240,223.0,2221.3
51.400,220.0,2231.2
51.440,220.0,2233.6
51.480,220.0,2236.0
51.520,218.0,2238.5
51.560,218.0,2240.9
51.600,215.0,2243.3
51.640,215.0,2245.7
51.680,215.0,2248.1
51.720,214.0,2250.5
51.760,214.0,2252.8
51.800,212.0,2255.2
51.840,212.0,2257.6
51.880,212.0,2259.9
51.920,211.0,2262.3
51.960,211.0,2264.6
52.000,208.0,2266.9
52.040,208.0,2269.3
52.080,208.0,2271.6
52.120,206.0,2273.9
52.160,206.0,2276.2
52.200,204.0,2278.4
52.240,204.0,2280.7
52.280,204.0,2283.0
52.320,201.0,2285.2
52.360,201.0,2287.5
52.400,198.0,2289.7
52.440,198.0,2291.9
52.480,198.0,2294.1
52.520,195.0,2296.3
52.560,195.0,2298.4
52.600,191.0,2300.6
52.640,191.0,2302.7
52.680,191.0,2304.8
52.720,188.0,2306.9
52.760,188.0,2309.0
52.800,186.0,2311.1
52.840,186.0,2313.1
52.880,186.0,2315.2
52.920,184.0,2317.3
52.960,184.0,2319.3
53.000,182.0,2321.3
53.040,182.0,2323.4
53.080,182.0,2325.4
53.120,180.0,2327.4
53.160,180.0,2329.4
53.200,177.0,2331.4
53.240,177.0,2333.4
53.280,177.0,2335.3
53.320,175.0,2337.3
53.360,175.0,2339.2
53.400,174.0,2341.2
53.440,174.0,2343.1
53.480,174.0,2345.0
53.520,173.0,2347.0
53.560,173.0,2348.9
53.600,172.0,2350.8
53.640,172.0,2352.7
53.680,172.0,2354.6
53.720,171.0,2356.5
53.760,171.0,2358.4
53.800,171.0,2360.3
53.840,171.0,2362.2
53.880,171.0,2364.1
53.920,170.0,2366.0
53.960,170.0,2367.9
54.000,171.0,2369.8
54.040,171.0,2371.7
54.080,171.0,2373.6
54.120,172.0,2375.5
54.160,172.0,2377.4
54.200,173.0,2379.3
54.240,173.0,2381.3
54.280,173.0,2383.2
54.320,173.0,2385.1
54.360,173.0,2387.0
54.400,174.0,2388.9
54.440,174.0,2390.9
54.480,174.0,2392.8
54.520,175.0,2394.8
54.560,175.0,2396.7
54.600,175.0,2398.6
54.640,175.0,2400.6
54.680,175.0,2402.5
54.720,177.0,2404.5
54.760,177.0,2406.5
54.800,178.0,2408.4
54.840,178.0,2410.4
54.880,178.0,2412.4
54.920,179.0,2414.4
54.960,179.0,2416.4
55.000,179.0,2418.3
55.040,179.0,2420.3
55.080,179.0,2422.3
55.120,180.0,2424.3
55.160,180.0,2426.3
55.200,181.0,2428.3
55.240,181.0,2430.3
55.280,181.0,2432.3
55.320,182.0,2434.4
55.360,182.0,2436.4
55.400,183.0,2438.4
55.440,183.0,2440.4
55.480,183.0,2442.5
55.520,185.0,2444.5
55.560,185.0,2446.6
55.600,186.0,2448.6
55.640,186.0,2450.7
55.680,186.0,2452.8
55.720,187.0,2454.8
55.760,187.0,2456.9
55.800,188.0,2459.0
55.840,188.0,2461.1
55.880,188.0,2463.2
55.920,189.0,2465.3
55.960,189.0,2467.4
56.000,191.0,2469.5
56.040,191.0,2471.6
56.080,191.0,2473.7
56.120,191.0,2475.9
56.160,191.0,2478.0
56.200,191.0,2480.1
56.240,191.0,2482.2
56.280,191.0,2484.3
56.320,191.0,2486.5
56.360,191.0,2488.6
56.400,191.0,2490.7
56.440,191.0,2492.8
56.480,191.0,2495.0
56.520,191.0,2497.1
56.560,191.0,2499.2
56.600,192.0,2501.3
56.640,192.0,2503.5
56.680,192.0,2505.6
56.720,193.0,2507.7
56.760,193.0,2509.9
56.800,194.0,2512.0
56.840,194.0,2514.2
56.880,194.0,2516.3
56.920,195.0,2518.5
56.960,195.0,2520.7
57.000,197.0,2522.8
57.040,197.0,2525.0
57.080,197.0,2527.2
57.120,198.0,2529.4
57.160,198.0,2531.6
57.200,200.0,2533.8
57.240,200.0,2536.0
57.280,200.0,2538.3
57.320,202.0,2540.5
57.360,202.0,2542.7
57.400,203.0,2545.0
57.440,203.0,2547.3
57.480,203.0,2549.5
57.520,204.0,2551.8
57.560,204.0,2554.0
57.600,207.0,2556.3
57.640,207.0,2558.6
57.680,207.0,2560.9
57.720,208.0,2563.2
57.760,208.0,2565.5
57.800,210.0,2567.9
57.840,210.0,2570.2
57.880,210.0,2572.5
57.920,212.0,2574.9
57.960,212.0,2577.2
58.000,214.0,2579.6
58.040,214.0,2582.0
58.080,214.0,2584.3
58.120,216.0,2586.7
58.160,216.0,2589.1
58.200,217.0,2591.5
58.240,217.0,2594.0
58.280,217.0,2596.4
58.320,219.0,2598.8
58.360,219.0,2601.2
58.400,221.0,2603.7
58.440,221.0,2606.1
58.480,221.0,2608.6
58.520,223.0,2611.0
58.560,223.0,2613.5
58.600,224.0,2616.0
58.640,224.0,2618.5
58.680,224.0,2621.0
58.720,226.0,2623.5
58.760,226.0,2626.0
58.800,228.0,2628.5
58.840,228.0,2631.0
58.880,228.0,2633.6
58.920,229.0,2636.1
58.960,229.0,2638.7
59.000,230.0,2641.2
59.040,230.0,2643.8
59.080,230.0,2646.3
59.120,232.0,2648.9
59.160,232.0,2651.5
59.320,235.0,2661.8
59.360,235.0,2664.5
59.400,236.0,2667.1
59.440,236.0,2669.7
59.480,236.0,2672.3
59.520,237.0,2674.9
59.560,237.0,2677.6
59.600,238.0,2680.2
59.640,238.0,2682.9
59.680,238.0,2685.5
59.720,239.0,2688.2
59.760,239.0,2690.8
59.920,242.0,2701.5
59.960,242.0,2704.2
60.000,244.0,2706.9
60.040,244.0,2709.6
60.080,244.0,2712.3
60.120,245.0,2715.0
60.160,245.0,2717.8
60.200,247.0,2720.5
60.240,247.0,2723.2
60.280,247.0,2726.0
60.320,248.0,2728.7
60.360,248.0,2731.5
60.400,250.0,2734.2
60.440,250.0,2737.0
60.480,250.0,2739.8
60.520,251.0,2742.6
60.560,251.0,2745.4
60.600,253.0,2748.2
60.640,253.0,2751.0
60.680,253.0,2753.8
60.720,254.0,2756.6
60.760,254.0,2759.4
60.800,255.0,2762.3
60.840,255.0,2765.1
60.880,255.0,2767.9
60.920,257.0,2770.8
60.960,257.0,2773.6
61.000,258.0,2776.5
61.040,258.0,2779.4
61.080,258.0,2782.2
61.120,259.0,2785.1
61.160,259.0,2788.0
61.200,260.0,2790.9
61.240,260.0,2793.7
61.280,260.0,2796.6
61.320,262.0,2799.5
61.360,262.0,2802.4
61.400,263.0,2805.4
61.440,263.0,2808.3
61.480,263.0,2811.2
61.520,265.0,2814.1
61.560,265.0,2817.1
61.600,265.0,2820.0
61.640,265.0,2823.0
61.680,265.0,2825.9
61.720,267.0,2828.9
61.760,267.0,2831.8
61.800,268.0,2834.8
61.840,268.0,2837.8
61.880,268.0,2840.8
61.920,269.0,2843.8
61.960,269.0,2846.7
62.000,270.0,2849.7
62.040,270.0,2852.7
62.080,270.0,2855.7
62.120,272.0,2858.7
62.160,272.0,2861.8
62.200,273.0,2864.8
62.240,273.0,2867.8
62.280,273.0,2870.9
62.320,273.0,2873.9
62.360,273.0,2876.9
62.400,275.0,2880.0
62.440,275.0,2883.0
62.480,275.0,2886.1
62.520,276.0,2889.1
62.560,276.0,2892.2
62.600,276.0,2895.3
62.640,276.0,2898.3
62.680,276.0,2901.4
62.720,277.0,2904.5
62.800,279.0,2910.7
62.840,279.0,2913.8
62.880,279.0,2916.9
62.920,280.0,2920.0
62.960,280.0,2923.1
63.000,281.0,2926.2
63.040,281.0,2929.3
63.080,281.0,2932.4
63.120,282.0,2935.6
63.160,282.0,2938.7
63.200,283.0,2941.8
63.240,283.0,2945.0
63.280,283.0,2948.1
63.320,284.0,2951.3
63.360,284.0,2954.4
63.400,286.0,2957.6
63.440,286.0,2960.8
63.480,286.0,2964.0
63.520,287.0,2967.1
63.560,287.0,2970.3
63.600,288.0,2973.5
63.640,288.0,2976.7
63.680,288.0,2979.9
63.720,289.0,2983.1
63.760,289.0,2986.3
63.800,289.0,2989.6
63.840,289.0,2992.8
63.880,289.0,2996.0
63.920,290.0,2999.2
63.960,290.0,3002.4
64.000,291.0,3005.6
64.040,291.0,3008.9
64.080,291.0,3012.1
64.120,293.0,3015.4
64.160,293.0,3018.6
64.200,294.0,3021.9
64.240,294.0,3025.1
64.280,294.0,3028.4
64.320,295.0,3031.7
64.360,295.0,3035.0
64.400,295.0,3038.2
64.440,295.0,3041.5
64.480,295.0,3044.8
64.520,296.0,3048.1
64.560,296.0,3051.4
64.600,298.0,3054.7
64.640,298.0,3058.0
64.680,298.0,3061.3
64.720,298.0,3064.6
64.760,298.0,3067.9
64.800,299.0,3071.2
64.840,299.0,3074.5
64.880,299.0,3077.9
64.920,301.0,3081.2
64.960,301.0,3084.5
65.000,302.0,3087.9
65.040,302.0,3091.2
65.080,302.0,3094.6
65.120,303.0,3098.0
65.160,303.0,3101.3
65.200,304.0,3104.7
65.240,304.0,3108.1
65.280,304.0,3111.5
65.320,305.0,3114.8
65.360,305.0,3118.2
65.400,306.0,3121.6
65.440,306.0,3125.0
65.480,306.0,3128.4
65.520,307.0,3131.8
65.560,307.0,3135.2
65.600,308.0,3138.7
65.640,308.0,3142.1
65.680,308.0,3145.5
65.720,310.0,3148.9
65.760,310.0,3152.4
65.800,312.0,3155.8
65.840,312.0,3159.3
65.880,312.0,3162.8
65.920,312.0,3166.2
65.960,312.0,3169.7
66.000,314.0,3173.2
66.040,314.0,3176.7
66.080,314.0,3180.2
66.120,315.0,3183.7
66.160,315.0,3187.2
66.200,316.0,3190.7
66.240,316.0,3194.2
66.280,316.0,3197.7
66.320,317.0,3201.2
66.360,317.0,3204.7
66.400,318.0,3208.2
66.440,318.0,3211.8
66.480,318.0,3215.3
66.520,317.0,3218.8
66.560,317.0,3222.4
66.600,315.0,3225.9
66.640,315.0,3229.4
66.680,315.0,3232.9
66.720,312.0,3236.4
66.760,312.0,3239.8
66.800,310.0,3243.3
66.840,310.0,3246.7
66.880,310.0,3250.2
66.920,307.0,3253.6
66.960,307.0,3257.0
67.000,303.0,3260.4
67.040,303.0,3263.8
67.080,303.0,3267.1
67.120,300.0,3270.5
67.160,300.0,3273.8
67.200,296.0,3277.1
67.240,296.0,3280.4
67.280,296.0,3283.7
67.320,293.0,3287.0
67.360,293.0,3290.2
67.400,289.0,3293.5
67.440,289.0,3296.7
67.480,289.0,3299.9
67.520,286.0,3303.1
67.560,286.0,3306.3
67.600,284.0,3309.4
67.640,284.0,3312.6
67.680,284.0,3315.7
67.800,280.0,3325.1
67.840,280.0,3328.2
67.880,280.0,3331.4
67.920,279.0,3334.5
67.960,279.0,3337.6
68.000,278.0,3340.7
68.040,278.0,3343.7
68.080,278.0,3346.8
68.120,277.0,3349.9
68.160,277.0,3353.0
68.200,276.0,3356.1
68.240,276.0,3359.1
68.280,276.0,3362.2
68.320,276.0,3365.3
68.360,276.0,3368.3
68.400,274.0,3371.4
68.440,274.0,3374.4
68.480,274.0,3377.5
68.520,274.0,3380.5
68.560,274.0,3383.6
68.600,272.0,3386.6
68.640,272.0,3389.6
68.680,272.0,3392.6
68.760,271.0,3398.7
68.800,268.0,3401.7
68.840,268.0,3404.7
68.880,268.0,3407.6
68.920,264.0,3410.6
68.960,264.0,3413.5
69.000,260.0,3416.4
69.040,260.0,3419.3
69.080,260.0,3422.2
69.120,257.0,3425.1
69.160,257.0,3427.9
69.200,253.0,3430.8
69.240,253.0,3433.6
69.280,253.0,3436.4
69.320,249.0,3439.2
69.360,249.0,3441.9
69.400,245.0,3444.7
69.440,245.0,3447.4
69.480,245.0,3450.1
69.520,242.0,3452.8
69.560,242.0,3455.5
69.600,238.0,3458.2
69.640,238.0,3460.8
69.680,238.0,3463.5
69.720,234.0,3466.1
69.760,234.0,3468.7
69.800,232.0,3471.3
69.840,232.0,3473.9
69.880,232.0,3476.5
69.920,229.0,3479.0
69.960,229.0,3481.6
70.000,227.0,3484.1
70.040,227.0,3486.6
70.080,227.0,3489.1
70.120,224.0,3491.6
70.160,224.0,3494.1
70.200,222.0,3496.6
70.240,222.0,3499.1
70.280,222.0,3501.5
70.320,220.0,3504.0
70.360,220.0,3506.4
70.400,218.0,3508.9
70.440,218.0,3511.3
70.480,218.0,3513.7
70.520,215.0,3516.1
70.560,215.0,3518.5
70.600,214.0,3520.9
70.640,214.0,3523.3
70.680,214.0,3525.7
70.720,211.0,3528.0
70.760,211.0,3530.4
70.800,210.0,3532.7
70.840,210.0,3535.0
70.880,210.0,3537.4
70.920,209.0,3539.7
70.960,209.0,3542.0
71.000,208.0,3544.3
71.040,208.0,3546.6
71.080,208.0,3549.0
71.120,206.0,3551.3
71.160,206.0,3553.5
71.200,206.0,3555.8
71.240,206.0,3558.1
71.280,206.0,3560.4
71.320,205.0,3562.7
71.360,205.0,3565.0
71.400,204.0,3567.2
71.440,204.0,3569.5
71.480,204.0,3571.8
71.520,204.0,3574.0
71.560,204.0,3576.3
71.600,204.0,3578.6
71.640,204.0,3580.8
71.680,204.0,3583.1
71.720,204.0,3585.4
71.760,204.0,3587.6
71.800,204.0,3589.9
71.840,204.0,3592.2
71.880,204.0,3594.4
71.920,204.0,3596.7
71.960,204.0,3599.0
72.000,205.0,3601.2
72.040,205.0,3603.5
72.080,205.0,3605.8
72.120,204.0,3608.1
72.160,204.0,3610.3
72.200,204.0,3612.6
72.240,204.0,3614.9
72.280,204.0,3617.1
72.320,205.0,3619.4
72.360,205.0,3621.7
72.400,204.0,3624.0
72.440,204.0,3626.2
72.480,204.0,3628.5
72.520,205.0,3630.8
72.560,205.0,3633.0
72.600,206.0,3635.3
72.640,206.0,3637.6
72.680,206.0,3639.9
72.720,206.0,3642.2
72.760,206.0,3644.5
72.800,207.0,3646.8
72.840,207.0,3649.1
72.880,207.0,3651.4
72.920,207.0,3653.7
72.960,207.0,3656.0
73.000,208.0,3658.3
73.040,208.0,3660.6
73.080,208.0,3662.9
73.120,209.0,3665.2
73.160,209.0,3667.5
73.200,209.0,3669.9
73.240,209.0,3672.2
73.280,209.0,3674.5
73.320,210.0,3676.8
73.360,210.0,3679.2
73.400,211.0,3681.5
73.440,211.0,3683.9
73.480,211.0,3686.2
73.520,211.0,3688.5
73.560,211.0,3690.9
73.600,212.0,3693.2
73.640,212.0,3695.6
73.680,212.0,3698.0
73.720,213.0,3700.3
73.760,213.0,3702.7
73.800,214.0,3705.1
73.840,214.0,3707.4
73.880,214.0,3709.8
73.920,215.0,3712.2
73.960,215.0,3714.6
74.000,216.0,3717.0
74.040,216.0,3719.4
74.080,216.0,3721.8
74.120,219.0,3724.2
74.160,219.0,3726.6
74.200,221.0,3729.1
74.240,221.0,3731.5
74.280,221.0,3734.0
74.320,222.0,3736.4
74.360,222.0,3738.9
74.400,221.0,3741.4
74.440,221.0,3743.8
74.480,221.0,3746.3
74.520,218.0,3748.7
74.560,218.0,3751.1
74.600,215.0,3753.5
74.640,215.0,3755.9
74.680,215.0,3758.3
74.720,212.0,3760.7
74.760,212.0,3763.1
74.800,209.0,3765.4
74.840,209.0,3767.7
74.880,209.0,3770.0
74.920,205.0,3772.3
74.960,205.0,3774.6
75.040,201.0,3779.1
75.080,201.0,3781.4
75.120,197.0,3783.6
75.160,197.0,3785.8
75.200,193.0,3787.9
75.240,193.0,3790.1
75.280,193.0,3792.2
75.320,188.0,3794.3
75.360,188.0,3796.4
75.400,183.0,3798.5
75.440,183.0,3800.5
75.480,183.0,3802.5
75.520,179.0,3804.6
75.560,179.0,3806.5
75.600,174.0,3808.5
75.640,174.0,3810.4
75.680,174.0,3812.4
75.720,170.0,3814.3
75.760,170.0,3816.2
75.800,165.0,3818.0
75.840,165.0,3819.9
75.880,165.0,3821.7
75.920,161.0,3823.5
75.960,161.0,3825.3
76.000,158.0,3827.1
76.040,158.0,3828.8
76.080,158.0,3830.6
76.120,155.0,3832.3
76.160,155.0,3834.0
76.200,152.0,3835.8
76.240,152.0,3837.4
76.280,152.0,3839.1
76.320,147.0,3840.8
76.360,147.0,3842.4
76.400,143.0,3844.0
76.440,143.0,3845.6
76.480,143.0,3847.2
76.520,139.0,3848.8
76.560,139.0,3850.3
76.600,136.0,3851.9
76.640,136.0,3853.4
76.680,136.0,3854.9
76.720,132.0,3856.4
76.760,132.0,3857.8
76.800,129.0,3859.3
76.840,129.0,3860.7
76.880,129.0,3862.1
76.920,128.0,3863.6
76.960,128.0,3865.0
77.000,125.0,3866.4
77.040,125.0,3867.8
77.080,125.0,3869.2
77.120,124.0,3870.6
77.160,124.0,3871.9
77.200,123.0,3873.3
77.240,123.0,3874.7
77.280,123.0,3876.0
77.320,121.0,3877.4
77.360,121.0,3878.7
77.400,119.0,3880.1
77.440,119.0,3881.4
77.480,119.0,3882.7
77.520,116.0,3884.0
77.560,116.0,3885.3
77.600,113.0,3886.6
77.640,113.0,3887.8
77.680,113.0,3889.1
77.720,110.0,3890.3
77.760,110.0,3891.6
77.800,108.0,3892.8
77.840,108.0,3894.0
77.880,108.0,3895.2
77.920,106.0,3896.4
77.960,106.0,3897.5
78.000,105.0,3898.7
78.040,105.0,3899.9
78.080,105.0,3901.0
78.120,104.0,3902.2
78.160,104.0,3903.4
78.200,103.0,3904.5
78.240,103.0,3905.7
78.280,103.0,3906.8
78.320,102.0,3907.9
78.360,102.0,3909.1
78.400,102.0,3910.2
78.440,102.0,3911.3
78.480,102.0,3912.5
78.520,101.0,3913.6
78.560,101.0,3914.7
78.600,100.0,3915.8
78.640,100.0,3917.0
78.680,100.0,3918.1
78.720,100.0,3919.2
78.760,100.0,3920.3
78.800,99.0,3921.4
78.840,99.0,3922.5
78.880,99.0,3923.6
78.920,99.0,3924.7
78.960,99.0,3925.8
79.000,98.0,3926.9
79.040,98.0,3928.0
79.080,98.0,3929.1
79.120,97.0,3930.1
79.160,97.0,3931.2
79.200,97.0,3932.3
79.240,97.0,3933.4
79.280,97.0,3934.5
79.320,97.0,3935.5
79.360,97.0,3936.6
79.400,97.0,3937.7
79.440,97.0,3938.8
79.480,97.0,3939.8
79.520,97.0,3940.9
79.560,97.0,3942.0
79.600,98.0,3943.1
79.640,98.0,3944.2
79.680,98.0,3945.3
79.720,99.0,3946.4
79.760,99.0,3947.5
79.800,100.0,3948.6
79.840,100.0,3949.7
79.880,100.0,3950.8
79.920,102.0,3951.9
79.960,102.0,3953.0
80.000,103.0,3954.2
80.040,103.0,3955.3
80.080,103.0,3956.5
80.120,105.0,3957.6
80.160,105.0,3958.8
80.200,106.0,3960.0
80.240,106.0,3961.1
80.280,106.0,3962.3
80.320,107.0,3963.5
80.360,107.0,3964.7
80.400,109.0,3965.9
80.440,109.0,3967.1
80.480,109.0,3968.3
80.520,110.0,3969.5
80.560,110.0,3970.8
80.600,111.0,3972.0
80.640,111.0,3973.2
80.680,111.0,3974.4
80.720,113.0,3975.7
80.760,113.0,3976.9
80.800,114.0,3978.2
80.840,114.0,3979.5
80.880,114.0,3980.7
80.920,116.0,3982.0
80.960,116.0,3983.3
81.000,118.0,3984.6
81.040,118.0,3985.9
81.080,118.0,3987.2
81.120,120.0,3988.6
81.160,120.0,3989.9
81.200,122.0,3991.2
81.240,122.0,3992.6
81.280,122.0,3993.9
81.320,124.0,3995.3
81.360,124.0,3996.7
81.400,126.0,3998.1
81.440,126.0,3999.5
81.480,126.0,4000.9
81.520,128.0,4002.3
81.560,128.0,4003.7
81.600,131.0,4005.1
81.640,131.0,4006.6
81.680,131.0,4008.1
81.720,133.0,4009.5
81.760,133.0,4011.0
81.800,136.0,4012.5
81.840,136.0,4014.0
81.880,136.0,4015.5
81.920,138.0,4017.0
81.960,138.0,4018.6
82.000,140.0,4020.1
82.040,140.0,4021.7
82.080,140.0,4023.2
82.120,142.0,4024.8
82.160,142.0,4026.4
82.200,144.0,4028.0
82.240,144.0,4029.6
82.280,144.0,4031.2
82.320,147.0,4032.8
82.360,147.0,4034.4
82.400,149.0,4036.1
82.440,149.0,4037.7
82.480,149.0,4039.4
82.520,151.0,4041.0
82.560,151.0,4042.7
82.600,154.0,4044.4
82.640,154.0,4046.1
82.680,154.0,4047.8
82.720,156.0,4049.6
82.760,156.0,4051.3
82.800,158.0,4053.0
82.840,158.0,4054.8
82.880,158.0,4056.5
82.920,161.0,4058.3
82.960,161.0,4060.1
83.000,163.0,4061.9
83.040,163.0,4063.7
83.080,163.0,4065.5
83.120,164.0,4067.3
83.160,164.0,4069.2
83.200,166.0,4071.0
83.240,166.0,4072.8
83.280,166.0,4074.7
83.320,167.0,4076.5
83.360,167.0,4078.4
83.400,176.0,4080.3
83.440,176.0,4082.3
83.480,176.0,4084.2
83.520,179.0,4086.2
83.560,179.0,4088.2
83.600,180.0,4090.2
83.640,180.0,4092.2
83.680,180.0,4094.2
83.720,181.0,4096.2
83.760,181.0,4098.2
83.800,184.0,4100.2
83.840,184.0,4102.3
83.880,184.0,4104.3
83.920,188.0,4106.4
83.960,188.0,4108.5
84.000,190.0,4110.6
84.040,190.0,4112.7
84.080,190.0,4114.8
84.120,194.0,4116.9
84.160,194.0,4119.1
84.200,197.0,4121.2
84.240,197.0,4123.4
84.280,197.0,4125.6
84.320,200.0,4127.8
84.360,200.0,4130.0
84.400,202.0,4132.3
84.440,202.0,4134.5
84.480,202.0,4136.8
84.520,204.0,4139.0
84.560,204.0,4141.3
84.600,206.0,4143.6
84.640,206.0,4145.9
84.680,206.0,4148.1
84.720,209.0,4150.4
84.760,209.0,4152.8
84.800,211.0,4155.1
84.840,211.0,4157.4
84.880,211.0,4159.8
84.920,213.0,4162.1
84.960,213.0,4164.5
85.000,216.0,4166.9
85.040,216.0,4169.3
85.080,216.0,4171.7
85.120,217.0,4174.1
85.160,217.0,4176.5
85.200,219.0,4178.9
85.240,219.0,4181.4
85.280,219.0,4183.8
85.320,220.0,4186.2
85.360,220.0,4188.7
85.400,221.0,4191.1
85.440,221.0,4193.6
85.480,221.0,4196.0
85.520,221.0,4198.5
85.560,221.0,4201.0
85.600,223.0,4203.4
85.640,223.0,4205.9
85.680,223.0,4208.4
85.720,224.0,4210.9
85.760,224.0,4213.4
86.000,229.0,4228.5
86.040,229.0,4231.0
86.080,229.0,4233.5
86.120,231.0,4236.1
86.320,235.0,4249.0
86.360,235.0,4251.7
86.400,236.0,4254.3
86.440,236.0,4256.9
86.480,236.0,4259.5
86.520,238.0,4262.1
86.560,238.0,4264.8
86.600,240.0,4267.4
86.640,240.0,4270.1
86.680,240.0,4272.8
86.720,241.0,4275.4
86.760,241.0,4278.1
86.800,242.0,4280.8
86.840,242.0,4283.5
86.880,242.0,4286.2
86.920,242.0,4288.9
86.960,242.0,4291.6
87.000,242.0,4294.3
87.040,242.0,4296.9
