lap_t,speed
90.960,270
91.000,269
91.040,269
91.080,269
91.120,267
91.160,267
91.200,264
91.240,264
91.280,264
91.320,262
91.360,262
91.400,259
91.440,259
91.480,259
91.520,257
91.560,257
91.600,254
91.640,254
91.680,254
91.720,251
91.760,251
91.800,249
91.840,249
91.880,249
91.920,247
91.960,247
92.000,245
92.040,245
92.080,245
92.120,243
92.160,243
92.200,242
92.240,242
92.280,242
92.320,241
92.360,241
92.400,240
92.440,240
92.480,240
92.520,239
92.560,239
92.600,239
92.640,239
92.680,239
92.720,238
92.760,238
92.800,238
92.840,238
92.880,238
92.920,239
92.960,239
93.000,238
93.040,238
93.080,238
93.120,239
93.160,239
93.200,239
93.240,239
93.280,239
93.320,240
93.360,240
93.400,
93.440,
93.480,
93.520,240
93.560,240
93.600,240
93.640,240
93.680,240
93.720,240
93.760,240
93.800,240
93.840,240
93.880,240
93.920,239
93.960,239
94.000,239
94.040,239
94.080,239
94.120,239
94.160,239
94.200,238
94.240,238
94.280,238
94.320,239
94.360,239
94.400,238
94.440,238
94.480,238
94.520,238
94.560,238
94.600,239
94.640,239
94.680,239
94.720,236
94.760,236
94.800,234
94.840,234
94.880,234
94.920,230
94.960,230
95.000,
95.040,227
95.080,227
95.120,222
95.160,222
95.200,218
95.240,218
95.280,218
95.320,215
95.360,215
95.400,212
95.440,212
95.480,212
95.520,209
95.560,209
95.600,206
95.640,206
95.680,206
95.720,202
95.760,202
95.800,198
95.840,198
95.880,198
95.920,193
95.960,193
96.000,190
96.040,190
96.080,190
96.120,187
96.160,187
96.200,183
96.240,183
96.280,183
96.320,181
96.360,181
96.400,178
96.440,178
96.480,178
96.520,177
96.560,177
96.600,175
96.640,175
96.680,175
96.720,175
96.760,175
96.800,175
96.840,175
96.880,175
96.920,174
96.960,174
97.000,174
97.040,174
97.080,174
97.120,174
97.160,174
97.200,174
97.240,174
97.280,174
97.320,174
97.360,174
97.400,173
97.440,173
97.480,173
97.520,175
97.560,175
97.600,175
97.640,175
97.680,175
97.720,173
97.760,173
97.800,174
97.840,174
97.880,174
97.920,175
97.960,175
98.000,176
98.040,176
98.080,176
98.120,176
98.160,176
98.200,177
98.240,177
98.280,177
98.320,177
98.360,177
98.400,174
98.440,174
98.480,174
98.520,171
98.560,171
98.600,167
98.640,167
98.680,167
98.720,163
98.760,163
98.800,159
98.840,159
98.880,159
98.920,155
98.960,155
99.000,151
99.040,151
99.080,151
99.120,148
99.160,148
99.200,145
99.240,145
99.280,145
99.320,143
99.360,143
99.400,141
99.440,141
99.480,141
99.520,139
99.560,139
99.600,137
99.640,137
99.680,137
99.720,134
99.760,134
99.800,131
99.840,131
99.880,131
99.920,129
99.960,129
100.000,128
100.040,128
100.080,128
100.120,127
100.160,127
100.200,125
100.240,125
100.280,125
100.320,125
100.360,125
100.400,125
100.440,125
100.480,125
100.520,123
100.560,123
100.600,124
100.640,124
100.680,124
100.720,125
100.760,125
100.800,125
100.840,125
100.880,125
100.920,126
100.960,126
101.000,126
101.040,126
101.080,126
101.120,127
101.160,127
101.200,128
101.240,128
101.280,128
101.320,128
101.360,128
101.400,128
101.440,128
101.480,128
101.520,128
101.560,128
101.600,129
101.640,129
101.680,129
101.720,132
101.760,132
101.800,133
101.840,133
101.880,133
101.920,135
101.960,135
102.000,137
102.040,137
102.080,137
102.120,138
102.160,138
102.200,137
102.240,137
102.280,137
102.320,134
102.360,134
102.400,132
102.440,132
102.480,132
102.520,128
102.560,128
102.600,125
102.640,125
102.680,125
102.720,120
102.760,120
102.800,115
102.840,115
102.880,115
102.920,111
102.960,111
103.000,107
103.040,107
103.080,107
103.120,105
103.160,105
103.200,103
103.240,103
103.280,103
103.320,102
103.360,102
103.400,100
103.440,100
103.480,100
103.520,99
103.560,99
103.600,97
103.640,97
103.680,97
103.720,95
103.760,95
103.800,95
103.840,95
103.880,95
103.920,94
103.960,94
104.000,93
104.040,93
104.080,93
104.120,92
104.160,92
104.200,91
104.240,91
104.280,91
104.320,89
104.360,89
104.400,89
104.440,89
104.480,89
104.520,87
104.560,87
104.600,86
104.640,86
104.680,86
104.720,85
104.760,85
104.800,84
104.840,84
104.880,84
104.920,83
104.960,83
105.000,83
105.040,83
105.080,83
105.120,81
105.160,81
105.200,80
105.240,80
105.280,80
105.320,80
105.360,80
105.400,79
105.440,79
105.480,79
105.520,78
105.560,78
105.600,77
105.640,77
105.680,77
105.720,77
105.760,77
105.800,78
105.840,78
105.880,78
105.920,79
105.960,79
106.000,81
106.040,81
106.080,81
106.120,83
106.160,83
106.200,85
106.240,85
106.280,85
106.320,87
106.360,87
106.400,90
106.440,90
106.480,90
106.520,91
106.560,91
106.600,93
106.640,93
106.680,93
106.720,93
106.760,93
106.800,92
106.840,92
106.880,92
106.920,93
106.960,93
107.000,93
107.040,93
107.080,93
107.120,93
107.160,93
107.200,94
107.240,94
107.280,94
107.320,93
107.360,93
107.400,92
107.440,92
107.480,92
107.520,92
107.560,92
107.600,91
107.640,91
107.680,91
107.720,90
107.760,90
107.800,90
107.840,90
107.880,90
107.920,89
107.960,89
108.000,88
108.040,88
108.080,88
108.120,89
108.160,89
108.200,89
108.240,89
108.280,89
108.320,90
108.360,90
108.400,90
108.440,90
108.480,90
108.520,92
108.560,92
108.600,94
108.640,94
108.680,94
108.720,96
108.760,96
108.800,98
108.840,98
108.880,98
108.920,100
108.960,100
109.000,103
109.040,103
109.080,103
109.120,105
109.160,105
109.200,105
109.240,108
109.280,108
109.320,110
109.360,110
109.400,113
109.440,113
109.480,113
109.520,115
109.560,115
109.600,118
109.640,118
109.680,118
109.720,121
109.760,121
109.800,124
109.840,124
109.880,124
109.920,127
109.960,127
110.000,130
110.040,130
110.080,130
110.120,133
110.160,133
110.200,136
110.240,136
110.280,136
110.320,139
110.360,139
110.400,143
110.440,143
110.480,143
110.520,145
110.560,145
110.600,149
110.640,149
110.680,149
110.720,152
110.760,152
110.800,155
110.840,155
110.880,155
110.920,157
110.960,157
111.000,161
111.040,161
111.080,161
111.120,163
111.160,163
111.200,167
111.240,167
111.280,167
111.320,169
111.360,169
111.400,172
111.440,172
111.480,172
111.520,175
111.560,175
111.600,178
111.640,178
111.680,178
111.720,181
111.760,181
111.800,183
111.840,183
111.880,183
111.920,186
111.960,186
112.000,188
112.040,188
112.080,188
112.120,190
112.160,190
112.200,193
112.240,193
112.280,193
112.320,196
112.360,196
112.400,198
112.440,198
112.480,198
112.520,200
112.560,200
112.600,202
112.640,202
112.680,202
112.720,205
112.760,205
112.800,207
112.840,207
112.880,207
112.920,209
112.960,209
113.000,211
113.040,211
113.080,211
113.120,213
113.160,213
113.200,216
113.240,216
113.280,216
113.320,217
113.360,217
113.400,219
113.440,219
113.480,219
113.520,221
113.560,221
113.600,223
113.640,223
113.680,223
113.720,225
113.760,225
113.800,
113.840,
113.880,227
113.920,228
113.960,228
114.000,230
114.040,230
114.080,230
114.120,232
114.160,232
114.200,234
114.240,234
114.280,234
114.320,235
114.360,235
114.400,237
114.440,237
114.480,237
114.520,239
114.560,239
114.600,240
114.640,240
114.680,240
114.720,242
114.760,242
114.800,243
114.840,243
114.880,243
114.920,245
114.960,245
115.000,246
115.040,246
115.080,246
115.120,248
115.160,248
115.200,249
115.240,249
115.280,249
115.320,251
115.360,251
115.400,253
115.440,253
115.480,253
115.520,254
115.560,254
115.600,255
115.640,255
115.680,255
115.720,256
115.760,256
115.800,258
115.840,258
115.880,258
115.920,260
115.960,260
116.000,261
116.040,261
116.080,261
116.120,262
116.160,262
116.200,
116.240,
116.280,
116.320,260
116.360,260
116.400,258
116.440,258
116.480,258
116.520,254
116.560,254
116.600,251
116.640,251
116.680,251
116.720,248
116.760,248
116.800,244
116.840,244
116.880,244
116.920,240
116.960,240
117.000,237
117.040,237
117.080,
117.120,235
117.160,235
117.200,
117.240,
117.280,
117.320,229
117.360,229
117.400,226
117.440,226
117.480,226
117.520,223
117.560,223
117.600,220
117.640,220
117.680,220
117.720,219
117.760,219
117.800,216
117.840,216
117.880,216
117.920,214
117.960,214
118.000,212
118.040,212
118.080,212
118.120,207
118.160,207
118.200,205
118.240,205
118.280,205
118.320,203
118.360,203
118.400,200
118.440,200
118.480,200
118.520,198
118.560,198
118.600,196
118.640,196
118.680,196
118.720,194
118.760,194
118.800,192
118.840,192
118.880,192
118.920,189
118.960,189
119.000,186
119.040,186
119.080,186
119.120,184
119.160,184
119.200,182
119.240,182
119.280,182
119.320,180
119.360,180
119.400,177
119.440,177
119.480,177
119.520,175
119.560,175
119.600,174
119.640,174
119.680,174
119.720,173
119.760,173
119.800,171
119.840,171
119.880,171
119.920,171
119.960,171
120.000,170
120.040,170
120.080,170
120.120,170
120.160,170
120.200,170
120.240,170
120.280,170
120.320,169
120.360,169
120.400,170
120.440,170
120.480,170
120.520,170
120.560,170
120.600,170
120.640,170
120.680,170
120.720,170
120.760,170
120.800,170
120.840,170
120.880,170
120.920,170
120.960,170
121.000,171
121.040,171
121.080,171
121.120,171
121.160,171
121.200,172
121.240,172
121.280,172
121.320,172
121.360,172
121.400,173
121.440,173
121.480,173
121.520,174
121.560,174
121.600,175
121.640,175
121.680,175
121.720,176
121.760,176
121.800,177
121.840,177
121.880,177
121.920,178
121.960,178
122.000,179
122.040,179
122.080,179
122.120,180
122.160,180
122.200,181
122.240,181
122.280,181
122.320,183
122.360,183
122.400,184
122.440,184
122.480,184
122.520,184
122.560,184
122.600,186
122.640,186
122.680,186
122.720,188
122.760,188
122.800,190
122.840,190
122.880,190
122.920,193
122.960,193
123.000,195
123.040,195
123.080,195
123.120,193
123.160,193
123.200,189
123.240,189
123.280,189
123.320,185
123.360,185
123.400,181
123.440,181
123.480,181
123.520,177
123.560,177
123.600,173
123.640,173
123.680,173
123.720,168
123.760,168
123.800,162
123.840,162
123.880,162
123.920,158
123.960,158
124.000,153
124.040,153
124.080,153
124.120,149
124.160,149
124.200,145
124.240,145
124.280,145
124.320,140
124.360,140
124.400,136
124.440,136
124.480,136
124.520,133
124.560,133
124.600,129
124.640,129
124.680,129
124.720,125
124.760,125
124.800,123
124.840,123
124.880,123
124.920,121
124.960,121
125.000,119
125.040,119
125.080,119
125.120,117
125.160,117
125.200,114
125.240,114
125.280,114
125.320,112
125.360,112
125.400,110
125.440,110
125.480,110
125.520,108
125.560,108
125.600,108
125.640,108
125.680,108
125.720,107
125.760,107
125.800,106
125.840,106
125.880,106
125.920,106
125.960,106
126.000,105
126.040,105
126.080,105
126.120,106
126.160,106
126.200,106
126.240,106
126.280,106
126.320,106
126.360,106
126.400,106
126.440,106
126.480,106
126.520,106
126.560,106
126.600,107
126.640,107
126.680,107
126.720,108
126.760,108
126.800,109
126.840,109
126.880,109
126.920,109
126.960,109
127.000,110
127.040,110
127.080,110
127.120,112
127.160,112
127.200,113
127.240,113
127.280,113
127.320,115
127.360,115
127.400,117
127.440,117
127.480,117
127.520,118
127.560,118
127.600,120
127.640,120
127.680,120
127.720,121
127.760,121
127.800,123
127.840,123
127.880,123
127.920,126
127.960,126
128.000,128
128.040,128
128.080,128
128.120,129
128.160,129
128.200,130
128.240,130
128.280,130
128.320,131
128.360,131
128.400,131
128.440,131
128.480,131
128.520,132
128.560,132
128.600,133
128.640,133
128.680,133
128.720,134
128.760,134
128.800,135
128.840,135
128.880,135
128.920,137
128.960,137
129.000,139
129.040,139
129.080,139
129.120,141
129.160,141
129.200,143
129.240,143
129.280,143
129.320,145
129.360,145
129.400,146
129.440,146
129.480,146
129.520,148
129.560,148
129.600,151
129.640,151
129.680,151
129.720,153
129.760,153
129.800,156
129.840,156
129.880,156
129.920,158
129.960,158
130.000,160
130.040,160
130.080,160
130.120,163
130.160,163
130.200,165
130.240,165
130.280,165
130.320,167
130.360,167
130.400,169
130.440,169
130.480,169
130.520,171
130.560,171
130.600,170
130.640,170
130.680,170
130.720,168
130.760,168
130.800,165
130.840,165
130.880,165
130.920,162
130.960,162
131.000,158
131.040,158
131.080,158
131.120,156
131.160,156
131.200,151
131.240,151
131.280,151
131.320,148
131.360,148
131.400,145
131.440,145
131.480,145
131.520,141
131.560,141
131.600,138
131.640,138
131.680,138
131.720,134
131.760,134
131.800,130
131.840,130
131.880,130
131.920,126
131.960,126
132.000,122
132.040,122
132.080,122
132.120,118
132.160,118
132.200,115
132.240,115
132.280,115
132.320,112
132.360,112
132.400,110
132.440,110
132.480,110
132.520,108
132.560,108
132.600,107
132.640,107
132.680,107
132.720,106
132.760,106
132.800,105
132.840,105
132.880,105
132.920,103
132.960,103
133.000,103
133.040,103
133.080,103
133.120,102
133.160,102
133.200,100
133.240,100
133.280,100
133.320,99
133.360,99
133.400,97
133.440,97
133.480,97
133.520,96
133.560,96
133.600,95
133.640,95
133.680,95
133.720,94
133.760,94
133.800,93
133.840,93
133.880,93
133.920,92
133.960,92
134.000,92
134.040,92
134.080,92
134.120,91
134.160,91
134.200,91
134.240,91
134.280,91
134.320,91
134.360,91
134.400,91
134.440,91
134.480,91
134.520,90
134.560,90
134.600,91
134.640,91
134.680,91
134.720,92
134.760,92
134.800,93
134.840,93
134.880,93
134.920,94
134.960,94
135.000,96
135.040,96
135.080,96
135.120,98
135.160,98
135.200,99
135.240,99
135.280,99
135.320,101
135.360,101
135.400,102
135.440,102
135.480,102
135.520,104
135.560,104
135.600,106
135.640,106
135.680,106
135.720,109
135.760,109
135.800,111
135.840,111
135.880,111
135.920,114
135.960,114
136.000,116
136.040,116
136.080,116
136.120,118
136.160,118
136.200,121
136.240,121
136.280,121
136.320,123
136.360,123
136.400,125
136.440,125
136.480,125
136.520,127
136.560,127
136.600,129
136.640,129
136.680,129
136.720,131
136.760,131
136.800,133
136.840,133
136.880,133
136.920,136
136.960,136
137.000,139
137.040,139
137.080,139
137.120,141
137.160,141
137.200,144
137.240,144
137.280,144
137.320,147
137.360,147
137.400,151
137.440,151
137.480,151
137.520,155
137.560,155
137.600,158
137.640,158
137.680,158
137.720,161
137.760,161
137.800,164
137.840,164
137.880,164
137.920,167
137.960,167
138.000,170
138.040,170
138.080,170
138.120,173
138.160,173
138.200,176
138.240,176
138.280,176
138.320,177
138.360,177
138.400,178
138.440,178
138.480,178
138.520,177
138.560,177
138.600,177
138.640,177
138.680,177
138.720,176
138.760,176
138.800,174
138.840,174
138.880,174
138.920,173
138.960,173
139.000,171
139.040,171
139.080,171
139.120,169
139.160,169
139.200,167
139.240,167
139.280,167
139.320,165
139.360,165
139.400,163
139.440,163
139.480,163
139.520,161
139.560,161
139.600,160
139.640,160
139.680,160
139.720,158
139.760,158
139.800,158
139.840,158
139.880,158
139.920,157
139.960,157
140.000,156
140.040,156
140.080,156
140.120,156
140.160,156
140.200,155
140.240,155
140.280,155
140.320,155
140.360,155
140.400,154
140.440,154
140.480,154
140.520,154
140.560,154
140.600,154
140.640,154
140.680,154
140.720,153
140.760,153
140.800,153
140.840,153
140.880,153
140.920,153
140.960,153
141.000,154
141.040,154
141.080,154
141.120,154
141.160,154
141.200,155
141.240,155
141.280,155
141.320,155
141.360,155
141.400,157
141.440,157
141.480,157
141.520,158
141.560,158
141.600,160
141.640,160
141.680,160
141.720,161
141.760,161
141.800,163
141.840,163
141.880,163
141.920,166
141.960,166
142.000,168
142.040,168
142.080,168
142.120,170
142.160,170
142.200,171
142.240,171
142.280,171
142.320,173
142.360,173
142.400,175
142.440,175
142.480,175
142.520,177
142.560,177
142.600,179
142.640,179
142.680,179
142.720,181
142.760,181
142.800,183
142.840,183
142.880,183
142.920,185
142.960,185
143.000,188
143.040,188
143.080,188
143.120,190
143.160,190
143.200,190
143.240,190
143.280,190
143.320,185
143.360,185
143.400,182
143.440,182
143.480,182
143.520,179
143.560,179
143.600,177
143.640,177
143.680,177
143.720,175
143.760,175
143.800,173
143.840,173
143.880,173
143.920,171
143.960,171
144.000,169
144.040,169
144.080,169
144.120,167
144.160,167
144.200,165
144.240,165
144.280,165
144.320,163
144.360,163
144.400,160
144.440,160
144.480,160
144.520,158
144.560,158
144.600,156
144.640,156
144.680,156
144.720,155
144.760,155
144.800,154
144.840,154
144.880,154
144.920,153
144.960,153
145.000,151
145.040,151
145.080,151
145.120,150
145.160,150
145.200,149
145.240,149
145.280,149
145.320,148
145.360,148
145.400,146
145.440,146
145.480,146
145.520,145
145.560,145
145.600,144
145.640,144
145.680,144
145.720,143
145.760,143
145.800,142
145.840,142
145.880,142
145.920,141
145.960,141
146.000,140
146.040,140
146.080,140
146.120,140
146.160,140
146.200,140
146.240,140
146.280,140
146.320,140
146.360,140
146.400,140
146.440,140
146.480,140
146.520,140
146.560,140
146.600,140
146.640,140
146.680,140
146.720,140
146.760,140
146.800,141
146.840,141
146.880,141
146.920,142
146.960,142
147.000,143
147.040,143
147.080,143
147.120,144
147.160,144
147.200,145
147.240,145
147.280,145
147.320,146
147.360,146
147.400,147
147.440,147
147.480,147
147.520,148
147.560,148
147.600,148
147.640,148
147.680,148
147.720,149
147.760,149
147.800,150
147.840,150
147.880,150
147.920,151
147.960,151
148.000,153
148.040,153
148.080,153
148.120,154
148.160,154
148.200,156
148.240,156
148.280,156
148.320,157
148.360,157
148.400,159
148.440,159
148.480,159
148.520,160
148.560,160
148.600,161
148.640,161
148.680,161
148.720,163
148.760,163
148.800,164
148.840,164
148.880,164
148.920,165
148.960,165
149.000,166
149.040,166
149.080,166
149.120,168
149.160,168
149.200,168
149.240,168
149.280,168
149.320,170
149.360,170
149.400,171
149.440,171
149.480,171
149.520,172
149.560,172
149.600,174
149.640,174
149.680,174
149.720,174
149.760,174
149.800,176
149.840,176
149.880,176
149.920,177
149.960,177
150.000,178
150.040,178
150.080,178
150.120,180
150.160,180
150.200,181
150.240,181
150.280,181
150.320,183
150.360,183
150.400,185
150.440,185
150.480,185
150.520,187
150.560,187
150.600,189
150.640,189
150.680,189
150.720,191
150.760,191
150.800,194
150.840,194
150.880,194
150.920,196
150.960,196
151.000,198
151.040,198
151.080,198
151.120,199
151.160,199
151.200,198
151.240,198
151.280,198
151.320,196
151.360,196
151.400,193
151.440,193
151.480,193
151.520,190
151.560,190
151.600,186
151.640,186
151.680,186
151.720,181
151.760,181
151.800,176
151.840,176
151.880,176
151.920,172
151.960,172
152.000,167
152.040,167
152.080,167
152.120,163
152.160,163
152.200,160
152.240,160
152.280,160
152.320,157
152.360,157
152.400,154
152.440,154
152.480,154
152.520,150
152.560,150
152.600,147
152.640,147
152.680,147
152.720,144
152.760,144
152.800,141
152.840,141
152.880,141
152.920,138
152.960,138
153.000,136
153.040,136
153.080,136
153.120,135
153.160,135
153.200,133
153.240,133
153.280,133
153.320,131
153.360,131
153.400,129
153.440,129
153.480,129
153.520,128
153.560,128
153.600,127
153.640,127
153.680,127
153.720,127
153.760,127
153.800,126
153.840,126
153.880,126
153.920,125
153.960,125
154.000,124
154.040,124
154.080,124
154.120,121
154.160,121
154.200,119
154.240,119
154.280,119
154.320,118
154.360,118
154.400,117
154.440,117
154.480,117
154.520,115
154.560,115
154.600,112
154.640,112
154.680,112
154.720,109
154.760,109
154.800,106
154.840,106
154.880,106
154.920,104
154.960,104
155.000,102
155.040,102
155.080,102
155.120,99
155.160,99
155.200,98
155.240,98
155.280,98
155.320,96
155.360,96
155.400,94
155.440,94
155.480,94
155.520,92
155.560,92
155.600,90
155.640,90
155.680,90
155.720,88
155.760,88
155.800,87
155.840,87
155.880,87
155.920,86
155.960,86
156.000,84
156.040,84
156.080,84
156.120,81
156.160,81
156.200,79
156.240,79
156.280,79
156.320,77
156.360,77
156.400,75
156.440,75
156.480,75
156.520,74
156.560,74
156.600,73
156.640,73
156.680,73
156.720,72
156.760,72
156.800,71
156.840,71
156.880,71
156.920,71
156.960,71
157.000,70
157.040,70
157.080,70
157.120,70
157.160,70
157.200,70
157.240,70
157.280,70
157.320,71
157.360,71
157.400,72
157.440,72
157.480,72
157.520,72
157.560,72
157.600,72
157.640,72
157.680,72
157.720,73
157.760,73
157.800,75
157.840,75
157.880,75
157.920,75
157.960,75
158.000,77
158.040,77
158.080,77
158.120,79
158.160,79
158.200,80
158.240,80
158.280,80
158.320,82
158.360,82
158.400,83
158.440,83
158.480,83
158.520,86
158.560,86
158.600,88
158.640,88
158.680,88
158.720,90
158.760,90
158.800,93
158.840,93
158.880,93
158.920,95
158.960,95
159.000,98
159.040,98
159.080,98
159.120,101
159.160,101
159.200,103
159.240,103
159.280,103
159.320,105
159.360,105
159.400,106
159.440,106
159.480,106
159.520,108
159.560,108
159.600,108
159.640,108
159.680,108
159.720,110
159.760,110
159.800,111
159.840,111
159.880,111
159.920,112
159.960,112
160.000,115
160.040,115
160.080,115
160.120,114
160.160,114
160.200,115
160.240,115
160.280,115
160.320,116
160.360,116
160.400,116
160.440,116
160.480,116
160.520,118
160.560,118
160.600,119
160.640,119
160.680,119
160.720,121
160.760,121
160.800,122
160.840,122
160.880,122
160.920,124
160.960,124
161.000,126
161.040,126
161.080,126
161.120,129
161.160,129
161.200,132
161.240,132
161.280,132
161.320,134
161.360,134
161.400,136
161.440,136
161.480,136
161.520,139
161.560,139
161.600,142
161.640,142
161.680,142
161.720,145
161.760,145
161.800,147
161.840,147
161.880,147
161.920,149
161.960,149
162.000,152
162.040,152
162.080,152
162.120,155
162.160,155
162.200,157
162.240,157
162.280,157
162.320,160
162.360,160
162.400,163
162.440,163
162.480,163
162.520,166
162.560,166
162.600,169
162.640,169
162.680,169
162.720,172
162.760,172
162.800,174
162.840,174
162.880,174
162.920,177
162.960,177
163.000,180
163.040,180
163.080,180
163.120,182
163.160,182
163.200,185
163.240,185
163.280,185
163.320,188
163.360,188
163.400,190
163.440,190
163.480,190
163.520,193
163.560,193
163.600,195
163.640,195
163.680,195
163.720,197
163.760,197
163.800,200
163.840,200
163.880,200
163.920,202
163.960,202
164.000,204
164.040,204
164.080,204
164.120,206
164.160,206
164.200,209
164.240,209
164.280,209
164.320,209
164.360,209
164.400,208
164.440,208
164.480,208
164.520,208
164.560,208
164.600,206
164.640,206
164.680,206
164.720,204
164.760,204
164.800,202
164.840,202
164.880,202
164.920,199
164.960,199
165.000,198
165.040,198
165.080,198
165.120,197
165.160,197
165.200,196
165.240,196
165.280,196
165.320,197
165.360,197
165.400,197
165.440,197
165.480,197
165.520,196
165.560,196
165.600,195
165.640,195
165.680,195
165.720,194
165.760,194
165.800,192
165.840,192
165.880,192
165.920,190
165.960,190
166.000,188
166.040,188
166.080,188
166.120,186
166.160,186
166.200,184
166.240,184
166.280,184
166.320,180
166.360,180
166.400,177
166.440,177
166.480,177
166.520,174
166.560,174
166.600,171
166.640,171
166.680,171
166.720,167
166.760,167
166.800,164
166.840,164
166.880,164
166.920,160
166.960,160
167.000,156
167.040,156
167.080,156
167.120,154
167.160,154
167.200,151
167.240,151
167.280,151
167.320,148
167.360,148
167.400,144
167.440,144
167.480,144
167.520,141
167.560,141
167.600,136
167.640,136
167.680,136
167.720,132
167.760,132
167.800,130
167.840,130
167.880,130
167.920,127
167.960,127
168.000,126
168.040,126
168.080,126
168.120,124
168.160,124
168.200,122
168.240,122
168.280,122
168.320,120
168.360,120
168.400,119
168.440,119
168.480,119
168.520,118
168.560,118
168.600,116
168.640,116
168.680,116
168.720,115
168.760,115
168.800,113
168.840,113
168.880,113
168.920,112
168.960,112
169.000,111
169.040,111
169.080,111
169.120,110
169.160,110
169.200,110
169.240,110
169.280,110
169.320,109
169.360,109
169.400,109
169.440,109
169.480,109
169.520,109
169.560,109
169.600,109
169.640,109
169.680,109
169.720,109
169.760,109
169.800,110
169.840,110
169.880,110
169.920,111
169.960,111
170.000,112
170.040,112
170.080,112
170.120,112
170.160,112
170.200,113
170.240,113
170.280,113
170.320,114
170.360,114
170.400,114
170.440,114
170.480,114
170.520,115
170.560,115
170.600,115
170.640,115
170.680,115
170.720,116
170.760,116
170.800,117
170.840,117
170.880,117
170.920,118
170.960,118
171.000,120
171.040,120
171.080,120
171.120,122
171.160,122
171.200,123
171.240,123
171.280,123
171.320,125
171.360,125
171.400,125
171.440,125
171.480,125
171.520,127
171.560,127
171.600,128
171.640,128
171.680,128
171.720,130
171.760,130
171.800,131
171.840,131
171.880,131
171.920,133
171.960,133
172.000,134
172.040,134
172.080,134
172.120,137
172.160,137
172.200,139
172.240,139
172.280,139
172.320,140
172.360,140
172.400,142
172.440,142
172.480,142
172.520,144
172.560,144
172.600,146
172.640,146
172.680,146
172.720,148
172.760,148
172.800,149
172.840,149
172.880,149
172.920,151
172.960,151
173.000,154
173.040,154
173.080,154
173.120,157
173.160,157
173.200,158
173.240,158
173.280,158
173.320,158
173.360,158
173.400,155
173.440,155
173.480,155
173.520,152
173.560,152
173.600,149
173.640,149
173.680,149
173.720,144
173.760,144
173.800,140
173.840,140
173.880,140
173.920,137
173.960,137
174.000,133
174.040,133
174.080,133
174.120,129
174.160,129
174.200,128
174.240,128
174.280,128
174.320,125
174.360,125
174.400,123
174.440,123
174.480,123
174.520,120
174.560,120
174.600,118
174.640,118
174.680,118
174.720,117
174.760,117
174.800,116
174.840,116
174.880,116
174.920,114
174.960,114
175.000,113
175.040,113
175.080,113
175.120,111
175.160,111
175.200,110
175.240,110
175.280,110
175.320,110
175.360,110
175.400,109
175.440,109
175.480,109
175.520,109
175.560,109
175.600,109
175.640,109
175.680,109
175.720,109
175.760,109
175.800,110
175.840,110
175.880,110
175.920,111
175.960,111
176.000,112
176.040,112
176.080,112
176.120,113
176.160,113
176.200,115
176.240,115
176.280,115
176.320,115
176.360,115
176.400,116
176.440,116
176.480,116
176.520,118
176.560,118
176.600,119
176.640,119
176.680,119
176.720,120
176.760,120
176.800,122
176.840,122
176.880,122
176.920,122
176.960,122
177.000,123
177.040,123
177.080,123
177.120,125
177.160,125
177.200,127
177.240,127
177.280,127
177.320,130
177.360,130
177.400,132
177.440,132
177.480,132
177.520,134
177.560,134
177.600,137
177.640,137
177.680,137
177.720,140
177.760,140
177.800,143
177.840,143
177.880,143
177.920,145
177.960,145
178.000,149
178.040,149
178.080,149
178.120,151
178.160,151
178.200,154
178.240,154
178.280,154
178.320,156
178.360,156
178.400,158
178.440,158
178.480,158
178.520,161
178.560,161
178.600,164
178.640,164
178.680,164
178.720,167
178.760,167
178.800,169
178.840,169
178.880,169
178.920,171
178.960,171
179.000,174
179.040,174
179.080,174
179.120,176
179.160,176
179.200,178
179.240,178
179.280,178
179.320,180
179.360,180
179.400,182
179.440,182
179.480,182
179.520,184
179.560,184
179.600,187
179.640,187
179.680,187
179.720,189
179.760,189
179.800,191
179.840,191
179.880,191
179.920,192
179.960,192
180.000,195
180.040,195
180.080,195
180.120,197
180.160,197
180.200,199
180.240,199
180.280,199
180.320,201
180.360,201
180.400,205
180.440,205
180.480,205
180.520,206
180.560,206
180.600,209
180.640,209
180.680,209
180.720,211
180.760,211
180.800,213
180.840,213
180.880,213
180.920,215
180.960,215
181.000,217
181.040,217
181.080,217
181.120,218
181.160,218
181.200,220
181.240,220
181.280,220
181.320,
181.360,
181.400,224
181.440,224
181.480,224
181.520,225
181.560,225
181.600,
181.640,
181.680,
181.720,
181.760,
181.800,230
181.840,230
181.880,230
181.920,230
181.960,230
182.000,231
182.040,231
182.080,231
182.120,234
182.160,234
182.200,236
182.240,236
182.280,236
182.320,237
182.360,237
182.400,239
182.440,239
182.480,239
182.520,240
182.560,240
182.600,242
182.640,242
182.680,242
182.720,242
182.760,242
182.800,241
182.840,241
182.880,241
182.920,241
182.960,241
183.000,241
183.040,241
183.080,241
183.120,240
183.160,240
183.200,239
183.240,239
183.280,239
183.320,238
183.360,238
183.400,238
183.440,238
183.480,238
183.520,237
183.560,237
183.600,237
183.640,237
183.680,237
183.720,236
183.760,236
183.800,234
183.840,234
183.880,234
183.920,233
183.960,
184.000,231
184.040,231
184.080,231
184.120,230
184.160,230
184.200,228
184.240,228
184.280,228
184.320,227
