lap_t,speed
184.360,227
184.400,225
184.440,225
184.480,225
184.520,223
184.560,223
184.600,
184.640,221
184.680,
184.720,220
184.760,220
184.800,219
184.840,219
184.880,219
184.920,218
184.960,218
185.000,217
185.040,217
185.080,217
185.120,217
185.160,217
185.200,216
185.240,216
185.280,216
185.320,216
185.360,216
185.400,216
185.440,216
185.480,216
185.520,215
185.560,215
185.600,216
185.640,216
185.680,216
185.720,217
185.760,217
185.800,216
185.840,216
185.880,216
185.920,216
185.960,216
186.000,217
186.040,217
186.080,217
186.120,216
186.160,216
186.200,217
186.240,217
186.280,217
186.320,217
186.360,217
186.400,218
186.440,218
186.480,218
186.520,218
186.560,218
186.600,218
186.640,218
186.680,218
186.720,219
186.760,219
186.800,218
186.840,218
186.880,218
186.920,217
186.960,217
187.000,215
187.040,215
187.080,215
187.120,212
187.160,212
187.200,207
187.240,207
187.280,207
187.320,204
187.360,204
187.400,199
187.440,199
187.480,199
187.520,196
187.560,196
187.600,192
187.640,192
187.680,192
187.720,188
187.760,188
187.800,183
187.840,183
187.880,183
187.920,178
187.960,178
188.000,176
188.040,176
188.080,176
188.120,172
188.160,172
188.200,168
188.240,168
188.280,168
188.320,164
188.360,164
188.400,160
188.440,160
188.480,160
188.520,157
188.560,157
188.600,155
188.640,155
188.680,155
188.720,152
188.760,152
188.800,148
188.840,148
188.880,148
188.920,145
188.960,145
189.000,142
189.040,142
189.080,142
189.120,139
189.160,139
189.200,136
189.240,136
189.280,136
189.320,132
189.360,132
189.400,129
189.440,129
189.480,129
189.520,127
189.560,127
189.600,126
189.640,126
189.680,126
189.720,125
189.760,125
189.800,123
189.840,123
189.880,123
189.920,119
189.960,119
190.000,117
190.040,117
190.080,117
190.120,115
190.160,115
190.200,113
190.240,113
190.280,113
190.320,113
190.360,113
190.400,112
190.440,112
190.480,112
190.520,111
190.560,111
190.600,110
190.640,110
190.680,110
190.720,110
190.760,110
190.800,109
190.840,109
190.880,109
190.920,110
190.960,110
191.000,110
191.040,110
191.080,110
191.120,111
191.160,111
191.200,110
191.240,110
191.280,110
191.320,111
191.360,111
191.400,109
191.440,109
191.480,109
191.520,109
191.560,109
191.600,108
191.640,108
191.680,108
191.720,107
191.760,107
191.800,106
191.840,106
191.880,106
191.920,104
191.960,104
192.000,104
192.040,104
192.080,104
192.120,103
192.160,103
192.200,103
192.240,103
192.280,103
192.320,104
192.360,104
192.400,105
192.440,105
192.480,105
192.520,106
192.560,106
192.600,108
192.640,108
192.680,108
192.720,110
192.760,110
192.800,113
192.840,113
192.880,113
192.920,114
192.960,114
193.000,116
193.040,116
193.080,116
193.120,118
193.160,118
193.200,119
193.240,119
193.280,119
193.320,122
193.360,122
193.400,124
193.440,124
193.480,124
193.520,125
193.560,125
193.600,128
193.640,128
193.680,128
193.720,130
193.760,130
193.800,131
193.840,131
193.880,131
193.920,133
193.960,133
194.000,134
194.040,134
194.080,134
194.120,136
194.160,136
194.200,137
194.240,137
194.280,137
194.320,138
194.360,138
194.400,140
194.440,140
194.480,140
194.520,141
194.560,141
194.600,143
194.640,143
194.680,143
194.720,145
194.760,145
194.800,148
194.840,148
194.880,148
194.920,149
194.960,149
195.000,152
195.040,152
195.080,152
195.120,153
195.160,153
195.200,154
195.240,154
195.280,154
195.320,156
195.360,156
195.400,158
195.440,158
195.480,158
195.520,160
195.560,160
195.600,162
195.640,162
195.680,162
195.720,165
195.760,165
195.800,167
195.840,167
195.880,167
195.920,170
195.960,170
196.000,172
196.040,172
196.080,172
196.120,175
196.160,175
196.200,177
196.240,177
196.280,177
196.320,179
196.360,179
196.400,181
196.440,181
196.480,181
196.520,183
196.560,183
196.600,185
196.640,185
196.680,185
196.720,187
196.760,187
196.800,188
196.840,188
196.880,188
196.920,190
196.960,190
197.000,192
197.040,192
197.080,192
197.120,195
197.160,195
197.200,197
197.240,197
197.280,197
197.320,198
197.360,198
197.400,201
197.440,201
197.480,201
197.520,203
197.560,203
197.600,204
197.640,204
197.680,204
197.720,206
197.760,206
197.800,208
197.840,208
197.880,208
197.920,210
197.960,210
198.000,212
198.040,212
198.080,212
198.120,212
198.160,212
198.200,213
198.240,213
198.280,213
198.320,215
198.360,215
198.400,217
198.440,217
198.480,217
198.520,218
198.560,218
198.600,220
198.640,220
198.680,220
198.720,221
198.760,221
198.800,223
198.840,223
198.880,223
198.920,225
198.960,225
199.000,225
199.040,225
199.080,225
199.120,225
199.160,225
199.200,224
199.240,
199.280,224
199.320,224
199.360,224
199.400,224
199.440,
199.480,224
199.520,
199.560,223
199.600,223
199.640,223
199.680,223
199.720,
199.760,
199.800,221
199.840,221
199.880,221
199.920,220
199.960,220
200.000,219
200.040,219
200.080,219
200.120,219
200.160,219
200.200,217
200.240,217
200.280,217
200.320,218
200.360,218
200.400,217
200.440,217
200.480,217
200.520,217
200.560,217
200.600,217
200.640,217
200.680,217
200.720,217
200.760,217
200.800,217
200.840,217
200.880,217
200.920,217
200.960,217
201.000,217
201.040,217
201.080,217
201.120,217
201.160,217
201.200,217
201.240,217
201.280,217
201.320,217
201.360,217
201.400,217
201.440,217
201.480,217
201.520,217
201.560,217
201.600,217
201.640,217
201.680,217
201.720,217
201.760,217
201.800,218
201.840,218
201.880,218
201.920,218
201.960,218
202.000,218
202.040,218
202.080,218
202.120,219
202.160,219
202.200,220
202.240,220
202.280,220
202.320,
202.360,221
202.400,
202.440,
202.480,
202.520,
202.560,
202.600,224
202.640,224
202.680,224
202.720,
202.760,226
202.800,227
202.840,227
202.880,227
202.920,228
202.960,228
203.000,230
203.040,230
203.080,230
203.120,
203.160,
203.200,
203.240,
203.280,
203.320,233
203.360,
203.400,235
203.440,235
203.480,235
203.520,236
203.560,236
203.600,237
203.640,237
203.680,237
203.720,238
203.760,238
203.800,238
203.840,238
203.880,238
203.920,239
203.960,239
204.000,241
204.040,241
204.080,241
204.120,242
204.160,242
204.200,243
204.240,243
204.280,243
204.320,244
204.360,244
204.400,245
204.440,245
204.480,245
204.520,246
204.560,246
204.600,246
204.640,246
204.680,246
204.720,247
204.760,247
204.800,247
204.840,247
204.880,247
204.920,247
204.960,247
205.000,248
205.040,248
205.080,248
205.120,248
205.160,248
205.200,248
205.240,248
205.280,248
205.320,248
205.360,248
205.400,248
205.440,248
205.480,248
205.520,248
205.560,248
205.600,247
205.640,247
205.680,247
205.720,246
205.760,246
205.800,245
205.840,245
205.880,245
205.920,244
205.960,244
206.000,244
206.040,244
206.080,244
206.120,244
206.160,244
206.200,243
206.240,243
206.280,243
206.320,243
206.360,243
206.400,243
206.440,243
206.480,243
206.520,244
206.560,244
206.600,244
206.640,244
206.680,244
206.720,243
206.760,243
206.800,243
206.840,243
206.880,243
206.920,242
206.960,242
207.000,242
207.040,242
207.080,242
207.120,241
207.160,
207.200,
207.240,
207.280,
207.320,240
207.360,240
207.400,240
207.440,240
207.480,240
207.520,239
207.560,239
207.600,239
207.640,239
207.680,239
207.720,238
207.760,238
207.800,238
207.840,238
207.880,238
207.920,238
207.960,238
208.000,238
208.040,238
208.080,238
208.120,239
208.160,239
208.200,239
208.240,239
208.280,239
208.320,239
208.360,239
208.400,240
208.440,240
208.480,240
208.520,241
208.560,241
208.600,242
208.640,242
208.680,242
208.720,243
208.760,243
208.800,243
208.840,243
208.880,243
208.920,244
208.960,244
209.000,245
209.040,245
209.080,245
209.120,246
209.160,246
209.200,247
209.240,247
209.280,247
209.320,248
209.360,248
209.400,249
209.440,249
209.480,249
209.520,250
209.560,250
209.600,
209.640,251
209.680,251
209.720,252
209.760,252
209.800,253
209.840,253
209.880,253
209.920,254
209.960,254
210.000,255
210.040,255
210.080,255
210.120,256
210.160,256
210.200,258
210.240,258
210.280,258
210.320,259
210.360,259
210.400,260
210.440,260
210.480,260
210.520,261
210.560,
210.600,262
210.640,262
210.680,262
210.720,263
210.760,263
210.800,263
210.840,263
210.880,263
210.920,264
210.960,264
211.000,265
211.040,265
211.080,265
211.120,266
211.160,266
211.200,267
211.240,267
211.280,267
211.320,267
211.360,267
211.400,269
211.440,269
211.480,269
211.520,270
211.560,270
211.600,
211.640,
211.680,
211.720,272
211.760,272
211.800,273
211.840,
211.880,
211.920,272
211.960,272
212.000,274
212.040,274
212.080,274
212.120,275
212.160,275
212.200,276
212.240,
212.280,276
212.320,277
212.360,
212.400,277
212.440,277
212.480,277
212.520,278
212.560,278
212.600,278
212.640,278
212.680,278
212.720,279
212.760,279
212.800,280
212.840,280
212.880,280
212.920,281
212.960,
213.000,282
213.040,282
213.080,282
213.120,283
213.160,283
213.200,284
213.240,284
213.280,284
213.320,284
213.360,284
213.400,285
213.440,285
213.480,285
213.520,285
213.560,285
213.600,286
213.640,286
213.680,286
213.720,
213.760,
213.800,287
213.840,287
213.880,287
213.920,286
213.960,286
214.000,285
214.040,285
214.080,285
214.120,284
214.160,284
214.200,283
214.240,283
214.280,283
214.320,280
214.360,280
214.400,
214.440,
214.480,
214.520,
214.560,277
214.600,275
214.640,275
214.680,275
214.720,274
214.760,274
214.800,
214.840,
214.880,
214.920,269
214.960,269
215.000,267
215.040,267
215.080,267
215.120,265
215.160,265
215.200,264
215.240,264
215.280,264
215.320,262
215.360,262
215.400,262
215.440,262
215.480,262
215.520,260
215.560,260
215.600,260
215.640,260
215.680,260
215.720,259
215.760,259
215.800,259
215.840,259
215.880,259
215.920,258
215.960,258
216.000,258
216.040,258
216.080,258
216.120,257
216.160,257
216.200,257
216.240,257
216.280,257
216.320,257
216.360,257
216.400,256
216.440,256
216.480,256
216.520,255
216.560,255
216.600,255
216.640,255
216.680,255
216.720,255
216.760,255
216.800,254
216.840,254
216.880,254
216.920,254
216.960,254
217.000,253
217.040,253
217.080,253
217.120,253
217.160,253
217.200,252
217.240,252
217.280,252
217.320,252
217.360,252
217.400,253
217.440,253
217.480,253
217.520,254
217.560,254
217.600,254
217.640,254
217.680,254
217.720,254
217.760,254
217.800,254
217.840,254
217.880,254
217.920,255
217.960,255
218.000,256
218.040,256
218.080,256
218.120,257
218.160,257
218.200,257
218.240,257
218.280,257
218.320,259
218.360,259
218.400,260
218.440,260
218.480,260
218.520,261
218.560,261
218.600,
218.640,
218.680,261
218.720,260
218.760,260
218.800,259
218.840,259
218.880,259
218.920,259
218.960,259
219.000,258
219.040,258
219.080,258
219.120,254
219.160,254
219.200,250
219.240,250
219.280,250
219.320,247
219.360,247
219.400,242
219.440,242
219.480,242
219.520,237
219.560,237
219.600,234
219.640,234
219.680,234
219.720,230
219.760,230
219.800,
219.840,
219.880,
219.920,224
219.960,224
220.000,219
220.040,219
220.080,219
220.120,214
220.160,214
220.200,213
220.240,213
220.280,213
220.320,210
220.360,210
220.400,207
220.440,207
220.480,207
220.520,203
220.560,203
220.600,200
220.640,200
220.680,200
220.720,198
220.760,198
220.800,195
220.840,195
220.880,195
220.920,193
220.960,193
221.000,192
221.040,192
221.080,192
221.120,191
221.160,191
221.200,189
221.240,189
221.280,189
221.320,187
221.360,187
221.400,185
221.440,185
221.480,185
221.520,185
221.560,185
221.600,183
221.640,183
221.680,183
221.720,183
221.760,183
221.800,183
221.840,183
221.880,183
221.920,182
221.960,182
222.000,181
222.040,181
222.080,181
222.120,180
222.160,180
222.200,180
222.240,180
222.280,180
222.320,178
222.360,178
222.400,177
222.440,177
222.480,177
222.520,178
222.560,178
222.600,178
222.640,178
222.680,178
222.720,178
222.760,178
222.800,178
222.840,178
222.880,178
222.920,179
222.960,179
223.000,180
223.040,180
223.080,180
223.120,180
223.160,180
223.200,181
223.240,181
223.280,181
223.320,182
223.360,182
223.400,182
223.440,182
223.480,182
223.520,184
223.560,184
223.600,184
223.640,184
223.680,184
223.720,186
223.760,186
223.800,187
223.840,187
223.880,187
223.920,188
223.960,188
224.000,189
224.040,189
224.080,189
224.120,191
224.160,191
224.200,192
224.240,192
224.280,192
224.320,193
224.360,193
224.400,195
224.440,195
224.480,195
224.520,197
224.560,197
224.600,197
224.640,197
224.680,197
224.720,199
224.760,199
224.800,200
224.840,200
224.880,200
224.920,200
224.960,200
225.000,201
225.040,201
225.080,
225.120,202
225.160,202
225.200,203
225.240,203
225.280,203
225.320,205
225.360,205
225.400,206
225.440,206
225.480,206
225.520,208
225.560,208
225.600,210
225.640,210
225.680,210
225.720,211
225.760,211
225.800,213
225.840,213
225.880,213
225.920,215
225.960,215
226.000,217
226.040,217
226.080,217
226.120,219
226.160,219
226.200,220
226.240,220
226.280,220
226.320,
226.360,
226.400,223
226.440,223
226.480,223
226.520,225
226.560,225
226.600,226
226.640,226
226.680,226
226.720,
226.760,
226.800,228
226.840,228
226.880,228
226.920,228
226.960,228
227.000,229
227.040,229
227.080,229
227.120,230
227.160,230
227.200,229
227.240,229
227.280,229
227.320,227
227.360,
227.400,
227.440,
227.480,
227.520,223
227.560,
227.600,220
227.640,220
227.680,220
227.720,218
227.760,218
227.800,215
227.840,215
227.880,215
227.920,213
227.960,213
228.000,210
228.040,210
228.080,210
228.120,208
228.160,208
228.200,206
228.240,206
228.280,206
228.320,205
228.360,205
228.400,204
228.440,204
228.480,204
228.520,201
228.560,201
228.600,200
228.640,200
228.680,200
228.720,198
228.760,198
228.800,195
228.840,195
228.880,195
228.920,192
228.960,192
229.000,191
229.040,191
229.080,191
229.120,189
229.160,189
229.200,188
229.240,188
229.280,188
229.320,187
229.360,187
229.400,186
229.440,186
229.480,186
229.520,186
229.560,186
229.600,186
229.640,186
229.680,186
229.720,185
229.760,185
229.800,185
229.840,185
229.880,185
229.920,184
229.960,184
230.000,184
230.040,184
230.080,184
230.120,185
230.160,185
230.200,186
230.240,186
230.280,186
230.320,186
230.360,186
230.400,187
230.440,187
230.480,187
230.520,188
230.560,188
230.600,189
230.640,189
230.680,189
230.720,191
230.760,191
230.800,193
230.840,193
230.880,193
230.920,195
230.960,195
231.000,196
231.040,196
231.080,196
231.120,198
231.160,198
231.200,199
231.240,199
231.280,199
231.320,201
231.360,201
231.400,203
231.440,203
231.480,203
231.520,204
231.560,204
231.600,205
231.640,205
231.680,205
231.720,207
231.760,207
231.800,207
231.840,207
231.880,207
231.920,210
231.960,210
232.000,211
232.040,211
232.080,211
232.120,212
232.160,212
232.200,214
232.240,214
232.280,214
232.320,215
232.360,215
232.400,217
232.440,217
232.480,217
232.520,217
232.560,217
232.600,215
232.640,215
232.680,215
232.720,211
232.760,211
232.800,208
232.840,208
232.880,208
232.920,204
232.960,204
233.000,202
233.040,202
233.080,202
233.120,198
233.160,198
233.200,194
233.240,194
233.280,194
233.320,191
233.360,191
233.400,188
233.440,188
233.480,188
233.520,185
233.560,185
233.600,181
233.640,181
233.680,181
233.720,178
233.760,178
233.800,175
233.840,175
233.880,175
233.920,172
233.960,172
234.000,169
234.040,169
234.080,169
234.120,165
234.160,165
234.200,162
234.240,162
234.280,162
234.320,158
234.360,158
234.400,154
234.440,154
234.480,154
234.520,151
234.560,151
234.600,146
234.640,146
234.680,146
234.720,143
234.760,143
234.800,140
234.840,140
234.880,140
234.920,136
234.960,136
235.000,133
235.040,133
235.080,133
235.120,130
235.160,130
235.200,126
235.240,126
235.280,126
235.320,123
235.360,123
235.400,119
235.440,119
235.480,119
235.520,115
235.560,115
235.600,112
235.640,112
235.680,112
235.720,108
235.760,108
235.800,105
235.840,105
235.880,105
235.920,103
235.960,103
236.000,100
236.040,100
236.080,100
236.120,99
236.160,99
236.200,97
236.240,97
236.280,97
236.320,95
236.360,95
236.400,93
236.440,93
236.480,93
236.520,91
236.560,91
236.600,89
236.640,89
236.680,89
236.720,87
236.760,87
236.800,86
236.840,86
236.880,86
236.920,85
236.960,85
237.000,84
237.040,84
237.080,84
237.120,83
237.160,83
237.200,82
237.240,82
237.280,82
237.320,81
237.360,81
237.400,80
237.440,80
237.480,80
237.520,79
237.560,79
237.600,78
237.640,78
237.680,78
237.720,78
237.760,78
237.800,79
237.840,79
237.880,79
237.920,80
237.960,80
238.000,81
238.040,81
238.080,81
238.120,83
238.160,83
238.200,83
238.240,83
238.280,83
238.320,84
238.360,84
238.400,85
238.440,85
238.480,85
238.520,87
238.560,87
238.600,88
238.640,88
238.680,88
238.720,89
238.760,89
238.800,91
238.840,91
238.880,91
238.920,93
238.960,93
239.000,94
239.040,94
239.080,94
239.120,96
239.160,96
239.200,99
239.240,99
239.280,99
239.320,101
239.360,101
239.400,103
239.440,103
239.480,103
239.520,105
239.560,105
239.600,107
239.640,107
239.680,107
239.720,110
239.760,110
239.800,112
239.840,112
239.880,112
239.920,114
239.960,114
240.000,116
240.040,116
240.080,116
240.120,118
240.160,118
240.200,120
240.240,120
240.280,120
240.320,122
240.360,122
240.400,124
240.440,124
240.480,124
240.520,126
240.560,126
240.600,129
240.640,129
240.680,129
240.720,131
240.760,131
240.800,133
240.840,133
240.880,133
240.920,135
240.960,135
241.000,137
241.040,137
241.080,137
241.120,139
241.160,139
241.200,142
241.240,142
241.280,142
241.320,144
241.360,144
241.400,146
241.440,146
241.480,146
241.520,148
241.560,148
241.600,150
241.640,150
241.680,150
241.720,153
241.760,153
241.800,155
241.840,155
241.880,155
241.920,158
241.960,158
242.000,159
242.040,159
242.080,159
242.120,162
242.160,162
242.200,164
242.240,164
242.280,164
242.320,166
242.360,166
242.400,169
242.440,169
242.480,169
242.520,171
242.560,171
242.600,173
242.640,173
242.680,173
242.720,174
242.760,174
242.800,174
242.840,174
242.880,174
242.920,175
242.960,175
243.000,177
243.040,177
243.080,177
243.120,179
243.160,179
243.200,178
243.240,178
243.280,178
243.320,180
243.360,180
243.400,181
243.440,181
243.480,181
243.520,183
243.560,183
243.600,185
243.640,185
243.680,185
243.720,187
243.760,187
243.800,188
243.840,188
243.880,188
243.920,190
243.960,190
244.000,192
244.040,192
244.080,192
244.120,194
244.160,194
244.200,196
244.240,196
244.280,196
244.320,197
244.360,197
244.400,197
244.440,197
244.480,197
244.520,194
244.560,194
244.600,190
244.640,190
244.680,190
244.720,188
244.760,188
244.800,184
244.840,184
244.880,184
244.920,181
244.960,181
245.000,177
245.040,177
245.080,177
245.120,174
245.160,174
245.200,171
245.240,171
245.280,171
245.320,168
245.360,168
245.400,164
245.440,164
245.480,164
245.520,161
245.560,161
245.600,157
245.640,157
245.680,157
245.720,152
245.760,152
245.800,148
245.840,148
245.880,148
245.920,144
245.960,144
246.000,140
246.040,140
246.080,140
246.120,136
246.160,136
246.200,132
246.240,132
246.280,132
246.320,128
246.360,128
246.400,124
246.440,124
246.480,124
246.520,120
246.560,120
246.600,116
246.640,116
246.680,116
246.720,113
246.760,113
246.800,110
246.840,110
246.880,110
246.920,107
246.960,107
247.000,104
247.040,104
247.080,104
247.120,102
247.160,102
247.200,98
247.240,98
247.280,98
247.320,97
247.360,97
247.400,96
247.440,96
247.480,96
247.520,94
247.560,94
247.600,92
247.640,92
247.680,92
247.720,92
247.760,92
247.800,91
247.840,91
247.880,91
247.920,90
247.960,90
248.000,90
248.040,90
248.080,90
248.120,89
248.160,89
248.200,88
248.240,88
248.280,88
248.320,88
248.360,88
248.400,87
248.440,87
248.480,87
248.520,86
248.560,86
248.600,86
248.640,86
248.680,86
248.720,85
248.760,85
248.800,86
248.840,86
248.880,86
248.920,85
248.960,85
249.000,86
249.040,86
249.080,86
249.120,85
249.160,85
249.200,87
249.240,87
249.280,87
249.320,86
249.360,86
249.400,85
249.440,85
249.480,85
249.520,86
249.560,86
249.600,85
249.640,85
249.680,85
249.720,85
249.760,85
249.800,86
249.840,86
249.880,86
249.920,85
249.960,85
250.000,86
250.040,86
250.080,86
250.120,86
250.160,86
250.200,86
250.240,86
250.280,86
250.320,86
250.360,86
250.400,87
250.440,87
250.480,87
250.520,86
250.560,86
250.600,86
250.640,86
250.680,86
250.720,86
250.760,86
250.800,86
250.840,86
250.880,86
250.920,87
250.960,87
251.000,86
251.040,86
251.080,86
251.120,87
251.160,87
251.200,88
251.240,88
251.280,88
251.320,88
251.360,88
251.400,88
251.440,88
251.480,88
251.520,88
251.560,88
251.600,90
251.640,90
251.680,90
251.720,90
251.760,90
251.800,92
251.840,92
251.880,92
251.920,95
251.960,95
252.000,96
252.040,96
252.080,96
252.120,100
252.160,100
252.200,102
252.240,102
252.280,102
252.320,102
252.360,102
252.400,105
252.440,105
252.480,105
252.520,108
252.560,108
252.600,109
252.640,109
252.680,109
252.720,111
252.760,111
252.800,114
252.840,114
252.880,114
252.920,117
252.960,117
253.000,119
253.040,119
253.080,119
253.120,121
253.160,121
253.200,123
253.240,123
253.280,123
253.320,126
253.360,126
253.400,128
253.440,128
253.480,128
253.520,129
253.560,129
253.600,131
253.640,131
253.680,131
253.720,133
253.760,133
253.800,135
253.840,135
253.880,135
253.920,137
253.960,137
254.000,139
254.040,139
254.080,139
254.120,141
254.160,141
254.200,143
254.240,143
254.280,143
254.320,144
254.360,144
254.400,146
254.440,146
254.480,146
254.520,148
254.560,148
254.600,150
254.640,150
254.680,150
254.720,152
254.760,152
254.800,154
254.840,154
254.880,154
254.920,156
254.960,156
255.000,157
255.040,157
255.080,157
255.120,159
255.160,159
255.200,161
255.240,161
255.280,161
255.320,163
255.360,163
255.400,164
255.440,164
255.480,164
255.520,165
255.560,165
255.600,167
255.640,167
255.680,167
255.720,168
255.760,168
255.800,170
255.840,170
255.880,170
255.920,171
255.960,171
256.000,172
256.040,172
256.080,172
256.120,174
256.160,174
256.200,175
256.240,175
256.280,175
256.320,177
256.360,177
256.400,178
256.440,178
256.480,178
256.520,179
256.560,179
256.600,181
256.640,181
256.680,181
256.720,183
256.760,183
256.800,184
256.840,184
256.880,184
256.920,186
256.960,186
257.000,188
257.040,188
257.080,188
257.120,189
257.160,189
257.200,191
257.240,191
257.280,191
257.320,192
257.360,192
257.400,194
257.440,194
257.480,194
257.520,195
257.560,195
257.600,197
257.640,197
257.680,197
257.720,198
257.760,198
257.800,200
257.840,200
257.880,200
257.920,202
257.960,202
258.000,204
258.040,204
258.080,204
258.120,205
258.160,205
258.200,207
258.240,207
258.280,207
258.320,208
258.360,208
258.400,210
258.440,210
258.480,210
258.520,212
258.560,212
258.600,212
258.640,212
258.680,212
258.720,212
258.760,212
258.800,211
258.840,211
258.880,211
258.920,211
258.960,211
259.000,209
259.040,209
259.080,209
259.120,207
259.160,207
259.200,205
259.240,205
259.280,205
259.320,203
259.360,203
259.400,201
259.440,201
259.480,201
259.520,198
259.560,198
259.600,196
259.640,196
259.680,196
259.720,193
259.760,193
259.800,191
259.840,191
259.880,191
259.920,189
259.960,189
260.000,188
260.040,188
260.080,188
260.120,187
260.160,187
260.200,186
260.240,186
260.280,186
260.320,185
260.360,185
260.400,184
260.440,184
260.480,184
260.520,183
260.560,183
260.600,183
260.640,183
260.680,183
260.720,181
260.760,181
260.800,180
260.840,180
260.880,180
260.920,179
260.960,179
261.000,178
261.040,178
261.080,178
261.120,176
261.160,176
261.200,176
261.240,176
261.280,176
261.320,175
261.360,175
261.400,176
261.440,176
261.480,176
261.520,176
261.560,176
261.600,176
261.640,176
261.680,176
261.720,176
261.760,176
261.800,177
261.840,177
261.880,177
261.920,178
261.960,178
262.000,177
262.040,177
262.080,177
262.120,177
262.160,177
262.200,178
262.240,178
262.280,178
262.320,179
262.360,179
262.400,179
262.440,179
262.480,179
262.520,181
262.560,181
262.600,181
262.640,181
262.680,181
262.720,182
262.760,182
262.800,184
262.840,184
262.880,184
262.920,185
262.960,185
263.000,186
263.040,186
263.080,186
263.120,187
263.160,187
263.200,189
263.240,189
263.280,189
263.320,190
263.360,190
263.400,192
263.440,192
263.480,192
263.520,193
263.560,193
263.600,193
263.640,193
263.680,193
263.720,190
263.760,190
263.800,186
263.840,186
263.880,186
263.920,182
263.960,182
264.000,178
264.040,178
264.080,178
264.120,174
264.160,174
264.200,171
264.240,171
264.280,171
264.320,167
264.360,167
264.400,165
264.440,165
264.480,165
264.520,163
264.560,163
264.600,160
264.640,160
264.680,160
264.720,157
264.760,157
264.800,155
264.840,155
264.880,155
264.920,153
264.960,153
265.000,151
265.040,151
265.080,151
265.120,149
265.160,149
265.200,148
265.240,148
265.280,148
265.320,147
265.360,147
265.400,146
265.440,146
265.480,146
265.520,146
265.560,146
265.600,146
265.640,146
265.680,146
265.720,146
265.760,146
265.800,146
265.840,146
265.880,146
265.920,145
265.960,145
266.000,144
266.040,144
266.080,144
266.120,143
266.160,143
266.200,141
266.240,141
266.280,141
266.320,140
266.360,140
266.400,139
266.440,139
266.480,139
266.520,138
266.560,138
266.600,138
266.640,138
266.680,138
266.720,138
266.760,138
266.800,137
266.840,137
266.880,137
266.920,139
266.960,139
267.000,140
267.040,140
267.080,140
267.120,140
267.160,140
267.200,142
267.240,142
267.280,142
267.320,143
267.360,143
267.400,144
267.440,144
267.480,144
267.520,143
267.560,143
267.600,142
267.640,142
267.680,142
267.720,141
267.760,141
267.800,140
267.840,140
267.880,140
267.920,138
267.960,138
268.000,137
268.040,137
268.080,137
268.120,135
268.160,135
268.200,134
268.240,134
268.280,134
268.320,133
268.360,133
268.400,132
268.440,132
268.480,132
268.520,131
268.560,131
268.600,130
268.640,130
268.680,130
268.720,130
268.760,130
268.800,131
268.840,131
268.880,131
268.920,131
268.960,131
269.000,131
269.040,131
269.080,131
269.120,132
269.160,132
269.200,133
269.240,133
269.280,133
269.320,134
269.360,134
269.400,136
269.440,136
269.480,136
269.520,137
269.560,137
269.600,138
269.640,138
269.680,138
269.720,139
269.760,139
269.800,139
269.840,139
269.880,139
269.920,141
269.960,141
270.000,143
270.040,143
270.080,143
270.120,145
270.160,145
270.200,147
270.240,147
270.280,147
270.320,149
270.360,149
270.400,150
270.440,150
270.480,150
270.520,147
270.560,147
270.600,144
270.640,144
270.680,144
270.720,141
270.760,141
270.800,139
270.840,139
270.880,139
270.920,137
270.960,137
271.000,133
271.040,133
271.080,133
271.120,130
271.160,130
271.200,127
271.240,127
271.280,127
271.320,126
271.360,126
271.400,125
271.440,125
271.480,125
271.520,122
271.560,122
271.600,120
271.640,120
271.680,120
271.720,118
271.760,118
271.800,117
271.840,117
271.880,117
271.920,115
271.960,115
272.000,115
272.040,115
272.080,115
272.120,114
272.160,114
272.200,114
272.240,114
272.280,114
272.320,113
272.360,113
272.400,113
272.440,113
272.480,113
272.520,112
272.560,112
272.600,111
272.640,111
272.680,111
272.720,111
272.760,111
272.800,110
272.840,110
272.880,110
272.920,110
272.960,110
273.000,110
273.040,110
273.080,110
273.120,110
273.160,110
273.200,110
273.240,110
273.280,110
273.320,111
273.360,111
273.400,112
273.440,112
273.480,112
273.520,113
273.560,113
273.600,113
273.640,113
273.680,113
273.720,115
273.760,115
273.800,116
273.840,116
273.880,116
273.920,117
273.960,117
274.000,119
274.040,119
274.080,119
274.120,120
274.160,120
274.200,122
274.240,122
274.280,122
274.320,124
274.360,124
274.400,126
274.440,126
274.480,126
274.520,129
274.560,129
274.600,131
274.640,131
274.680,131
274.720,133
274.760,133
274.800,135
274.840,135
274.880,135
274.920,137
274.960,137
275.000,139
275.040,139
275.080,139
275.120,142
275.160,142
275.200,143
275.240,143
275.280,143
275.320,145
275.360,145
275.400,148
275.440,148
275.480,148
275.520,150
275.560,150
275.600,153
275.640,153
275.680,153
275.720,156
275.760,156
275.800,158
275.840,158
275.880,158
275.920,161
275.960,161
276.000,163
276.040,163
276.080,163
276.120,165
276.160,165
276.200,167
276.240,167
276.280,167
276.320,169
276.360,169
276.400,171
276.440,171
276.480,171
276.520,173
276.560,173
276.600,174
276.640,174
276.680,174
276.720,175
276.760,175
276.800,178
276.840,178
276.880,178
276.920,180
276.960,180
277.000,182
277.040,182
277.080,182
277.120,184
277.160,184
277.200,186
277.240,186
277.280,186
277.320,189
277.360,189
277.400,191
277.440,191
277.480,191
277.520,192
277.560,192
277.600,192
277.640,192
277.680,192
277.720,190
277.760,190
277.800,188
277.840,188
277.880,188
277.920,185
277.960,185
